-83.671300,150.423906
-68.598859,-78.299926
-89.299726,-177.458987
-85.475624,-113.230703
-87.233762,-77.705959
-72.486375,-171.761763
-68.478977,139.817690
-89.199516,-71.665428
-76.511309,-43.233659
-84.918471,160.019948
-79.890049,69.895358
-75.239762,65.701142
-67.408764,-139.548246
-78.480676,148.440632
-71.847877,-27.860937
-84.747301,-135.142708
-72.119198,51.085490
-87.765231,-159.803082
-68.569243,143.158259
-80.196820,-51.408605
-88.434754,-62.868750
-89.020426,75.314345
-89.920381,-133.372865
-88.648640,-177.119780
-70.095078,-80.580873
-79.814085,-20.877221
-87.780289,49.591685
-81.852875,-167.071943
-67.829593,106.223471
-78.867469,2.085873
-85.676028,-138.330079
-78.352131,-152.236937
-76.749870,-116.813045
-72.215837,-88.609253
-78.346229,-156.448697
-82.738994,-37.703146
-79.748347,49.497033
-69.851914,-51.795771
-81.889089,-78.798136
-71.224545,-44.246111
-74.559650,-38.278861
-71.008524,134.501770
-71.151074,-67.818987
-82.674171,95.376595
-82.140753,-143.293173
-66.236630,3.375435
-87.012605,-79.523470
-84.266896,-155.687333
-80.026245,-105.046936
-78.435039,36.727077
-70.226962,66.263785
-66.934516,122.590793
-86.314938,155.858981
-70.988005,64.253110
-76.468662,-153.004424
-75.736752,100.090930
-85.944078,146.256341
-73.167012,47.626940
-81.247563,76.228766
-66.328699,110.415520
-84.907397,73.631936
-74.952944,123.785468
-89.344932,36.593960
-72.676803,44.567803
-68.073267,105.446118
-77.434936,111.225787
-81.427744,13.314569
-85.179632,-46.656476
-86.259204,45.953887
-78.942121,-146.781547
-68.497451,-175.318629
-88.349671,-42.657757
-68.218965,151.934547
-83.064543,61.843452
-86.829471,-124.111100
-77.212414,-106.495419
-75.198493,-61.263599
-88.719482,176.755172
-80.059653,-167.360046
-81.578980,-62.918495
-77.716962,-161.957426
-88.419433,-77.417286
-89.073968,-179.075655
-77.348521,-72.057889
-80.229170,-141.235694
-70.897999,178.871570
-84.357659,149.378275
-89.996664,-99.874105
-69.325526,-67.532052
-66.249947,-53.526837
-89.460130,-39.369513
-69.406239,83.546044
-71.125888,-125.258137
-73.741667,-35.711651
-86.231799,-11.958501
-69.196538,176.749745
-69.523499,-136.090476
-66.448298,-139.728831
-74.489175,-75.757816
-81.707362,-60.358065
