-84.724333,-149.845967
-88.746364,-22.089779
-69.652558,-17.612001
-88.602282,87.659324
-66.310867,-146.768676
-72.641357,-68.969767
-67.348063,82.481033
-80.919077,-6.152219
-89.511157,122.350561
-77.655894,-100.501595
-79.342202,154.112907
-80.473690,-131.171608
-69.411725,104.230524
-68.822770,38.650685
-76.453250,4.006287
-89.483412,-35.367262
-73.115005,143.079223
-77.002581,-48.747680
-70.646398,4.627335
-76.152957,139.672064
-72.688488,18.929243
-87.977998,-176.202383
-72.439187,-68.024631
-84.713324,-104.551578
-70.815507,-142.891753
-75.851269,-118.515947
-83.836730,-139.789099
-73.842001,-151.106723
-67.303948,102.751084
-67.401191,-81.733070
-71.952961,-147.971717
-87.120760,-38.260189
-72.609113,-135.740428
-70.055799,28.400876
-78.474179,-46.320769
-81.187316,18.335105
-80.526998,-140.383658
-74.137042,155.874349
-86.121116,-66.446490
-75.237068,13.298638
-74.214225,89.458906
-70.033665,128.143554
-73.265805,93.222980
-79.531194,0.433100
-85.690889,90.820218
-86.958575,130.571847
-81.859466,-110.144743
-70.567346,124.293964
-82.982567,-4.557978
-85.946923,-132.019030
-69.827691,-161.096733
-82.569190,-154.176016
-77.057729,-13.432797
-85.751168,149.720387
-81.089159,15.976937
-70.951039,143.458892
-66.716818,158.117330
-78.289351,-75.339087
-84.354132,86.803234
-85.413845,-38.889488
-81.589235,-9.838207
-76.302848,-117.481120
-73.858994,124.180896
-84.328778,-135.566384
-73.394486,-15.415368
-77.879851,67.917175
-83.193071,120.835944
-84.064658,36.782638
-71.623737,174.855384
-86.500813,-76.410673
-69.373983,157.084422
-82.915484,-3.735316
-77.798034,33.810208
-79.262118,-90.867111
-74.327790,32.208453
-81.284307,-54.705121
-78.459428,73.349458
-73.934225,-28.281630
-80.930166,138.451960
-81.779708,154.060510
-71.051261,119.958093
-79.510538,-44.839917
-78.764855,46.542218
-66.881117,-90.700013
-86.843866,139.955005
-68.903238,-76.245081
-80.755675,1.643605
-89.829231,169.803140
-69.061923,-141.622356
-82.442351,-92.704456
-89.828295,178.649675
-80.397784,120.038821
-82.369728,-14.591819
-84.834278,103.664130
-80.758051,-164.280142
-89.202906,-136.683709
-75.870617,34.247322
-80.236057,145.412873
-80.360050,34.967105
-80.206341,-14.113506
